program,search time,probability of the program,cumulative probability
(SORT var0),0.005281822999677388,0.0003258716585766556,0.0003258716585766556
(REVERSE var0),0.006162670999401598,0.0072154682214861455,0.0075413398800628015
(FILTER[<0] var0),0.007385648999843397,3.55145824672699e-08,0.007541375394645269
(FILTER[>0] var0),0.008225695000874111,8.357638394134467e-11,0.007541375478221653
(FILTER[%2==0] var0),0.009035490000314894,9.57187509126382e-07,0.007542332665730779
(FILTER[%2==1] var0),0.009807175001697033,2.6962077193110557e-07,0.00754260228650271
(MAP[+1] var0),0.011196588002349017,0.0005035511082977833,0.008046153394800493
(MAP[-1] var0),0.01203246800287161,3.4552258144525695e-06,0.008049608620614946
(MAP[*2] var0),0.01295966400357429,8.875035551041385e-05,0.00813835897612536
(MAP[/2] var0),0.013724276004722924,0.006394542652909385,0.014532901629034745
(MAP[*(-1)] var0),0.014995757004726329,1.1937429746676058e-05,0.014544839058781421
(MAP[**2] var0),0.01588170500326669,6.9814610020293325e-06,0.01455182051978345
(MAP[*3] var0),0.01668822100327816,3.0102033832525202e-05,0.014581922553615977
(MAP[/3] var0),0.017449570003009285,5.926860869548342e-06,0.014587849414485526
(MAP[*4] var0),0.01872931900288677,7.067573017542873e-09,0.014587856482058544
(MAP[/4] var0),0.01948869100306183,1.4545541645309937e-07,0.014588001937474997
(SCANL1[+] var0),0.02601038800276001,9.513326284756172e-06,0.014597515263759752
(SCANL1[-] var0),0.027178796002772287,1.5994883407931392e-07,0.01459767521259383
(SCANL1[*] var0),0.028197801002534106,3.3836927414243213e-06,0.014601058905335255
(SCANL1[MIN] var0),0.02904958400176838,1.9274286517118067e-09,0.014601060832763907
(SCANL1[MAX] var0),0.030339044002175797,2.344305325162617e-06,0.01460340513808907
(SCANL1[MAX] (SORT var0)),0.030492173002130585,2.9588181117970956e-11,0.01460340516767725
(SCANL1[MAX] (REVERSE var0)),0.030532618002325762,1.9195651212934495e-09,0.014603407087242372
(SCANL1[MAX] (FILTER[<0] var0)),0.030574086002161494,1.7167057814054346e-06,0.014605123793023778
(SCANL1[MAX] (FILTER[>0] var0)),0.03061422600330843,4.1986355712857755e-09,0.014605127991659349
(SCANL1[MAX] (FILTER[%2==0] var0)),0.030653695002911263,3.2894970013106947e-07,0.014605456941359481
(SCANL1[MAX] (FILTER[%2==1] var0)),0.030694114002471906,5.117164026125437e-12,0.014605456946476645
(SCANL1[MAX] (MAP[+1] var0)),0.03073367000251892,1.3741175731107555e-09,0.014605458320594218
(SCANL1[MAX] (MAP[-1] var0)),0.030773340002269833,4.9118691731614486e-08,0.01460550743928595
(SCANL1[MAX] (MAP[*2] var0)),0.030812269002126413,5.406308036504932e-10,0.014605507979916754
(SCANL1[MAX] (MAP[/2] var0)),0.03085249000287149,1.9963573611710894e-09,0.014605509976274115
(SCANL1[MAX] (MAP[*(-1)] var0)),0.03089310800351086,8.387432491325705e-12,0.014605509984661548
(SCANL1[MAX] (MAP[**2] var0)),0.03099583400398842,1.2625386389887885e-09,0.014605511247200187
(SCANL1[MAX] (MAP[*3] var0)),0.03103726300287235,1.3153000856348147e-06,0.014606826547285822
(SCANL1[MAX] (MAP[/3] var0)),0.03107703200294054,1.6292786334780667e-09,0.014606828176564456
(SCANL1[MAX] (MAP[*4] var0)),0.03111672800332599,2.7504263349883177e-13,0.014606828176839498
(SCANL1[MAX] (MAP[/4] var0)),0.031157383002209826,3.5018877130145297e-07,0.0146071783656108
(SCANL1[MAX] (SCANL1[+] var0)),0.031550843001241446,1.9274390855438085e-10,0.01460717855835471
(SCANL1[MAX] (SCANL1[-] var0)),0.031649246000597486,1.058376704528858e-09,0.014607179616731414
(SCANL1[MAX] (SCANL1[*] var0)),0.03168824300155393,5.773615358079774e-08,0.014607237352884994
(SCANL1[MAX] (SCANL1[MIN] var0)),0.031722189001811785,2.556062482815374e-12,0.014607237355441057
(SCANL1[MAX] (SCANL1[MAX] var0)),0.031774444001712254,8.750675001670677e-11,0.014607237442947807
(SCANL1[MIN] (SORT var0)),0.03193187900069461,2.904648278648136e-11,0.01460723747199429
(SCANL1[MIN] (REVERSE var0)),0.0319687810006144,1.9314600105025175e-10,0.01460723766514029
(SCANL1[MIN] (FILTER[<0] var0)),0.03200445599941304,1.1896137051564373e-06,0.014608427278845447
(SCANL1[MIN] (FILTER[>0] var0)),0.032039855997936684,2.840359703101428e-12,0.014608427281685807
(SCANL1[MIN] (FILTER[%2==0] var0)),0.03207497499897727,2.6839048903260005e-08,0.01460845412073471
(SCANL1[MIN] (FILTER[%2==1] var0)),0.03211054199891805,2.1393488077394346e-14,0.014608454120756105
(SCANL1[MIN] (MAP[+1] var0)),0.03214608099915495,4.0487479866975045e-12,0.014608454124804852
(SCANL1[MIN] (MAP[-1] var0)),0.0321807140007877,9.990281394877345e-08,0.0146085540276188
(SCANL1[MIN] (MAP[*2] var0)),0.0322155579997343,1.805741196876786e-09,0.014608555833359998
(SCANL1[MIN] (MAP[/2] var0)),0.03224980699997104,7.247716363163942e-09,0.01460856308107636
(SCANL1[MIN] (MAP[*(-1)] var0)),0.032286304000081145,1.913349732195296e-09,0.014608564994426093
(SCANL1[MIN] (MAP[**2] var0)),0.03232435700010683,8.696751599101338e-11,0.01460856508139361
(SCANL1[MIN] (MAP[*3] var0)),0.03235933500036481,2.753903008826521e-07,0.014608840471694492
(SCANL1[MIN] (MAP[/3] var0)),0.0323943479997979,5.781644588118067e-10,0.014608841049858951
(SCANL1[MIN] (MAP[*4] var0)),0.03242944900011935,6.179393695534213e-12,0.014608841056038345
(SCANL1[MIN] (MAP[/4] var0)),0.03246498800035624,8.011907164787915e-11,0.014608841136157416
(SCANL1[MIN] (SCANL1[+] var0)),0.032784990000436665,8.213571077529281e-13,0.014608841136978773
(SCANL1[MIN] (SCANL1[-] var0)),0.03281979500025045,7.332377099127557e-08,0.014608914460749764
(SCANL1[MIN] (SCANL1[*] var0)),0.03285437599879515,1.314019861142217e-10,0.01460891459215175
(SCANL1[MIN] (SCANL1[MIN] var0)),0.03288887699818588,1.1883192330880492e-09,0.014608915780470983
(SCANL1[MIN] (SCANL1[MAX] var0)),0.03292425199833815,7.384301662322132e-10,0.014608916518901149
(SCANL1[*] (SORT var0)),0.03310941299969272,3.692285333515021e-07,0.014609285747434501
(SCANL1[*] (REVERSE var0)),0.03314453199891432,2.598711320775127e-08,0.014609311734547709
(SCANL1[*] (FILTER[<0] var0)),0.03317977399819938,3.147861223509591e-06,0.014612459595771218
(SCANL1[*] (FILTER[>0] var0)),0.03321518099801324,6.346854677194302e-08,0.01461252306431799
(SCANL1[*] (FILTER[%2==0] var0)),0.033250614997086814,1.7548727683563843e-08,0.014612540613045674
(SCANL1[*] (FILTER[%2==1] var0)),0.033285789997535176,1.1687089343363616e-11,0.014612540624732762
(SCANL1[*] (MAP[+1] var0)),0.03332125599808933,6.653731388675329e-07,0.01461320599787163
(SCANL1[*] (MAP[-1] var0)),0.03335714999775519,0.00010840464519313606,0.014721610643064766
(SCANL1[*] (MAP[*2] var0)),0.0333926019975479,2.4845413011480936e-07,0.014721859097194881
(SCANL1[*] (MAP[/2] var0)),0.0334277519978059,1.5819171601408502e-06,0.014723441014355021
(SCANL1[*] (MAP[*(-1)] var0)),0.033463429997937055,4.214325324713321e-08,0.014723483157608267
(SCANL1[*] (MAP[**2] var0)),0.033499910998216365,2.8715596170455995e-05,0.014752198753778723
(SCANL1[*] (MAP[*3] var0)),0.033536205997734214,0.0014531968663867927,0.016205395620165517
(SCANL1[*] (MAP[/3] var0)),0.033572367998203845,2.6382801400025716e-09,0.016205398258445657
(SCANL1[*] (MAP[*4] var0)),0.033608266998271574,5.128587596512454e-10,0.016205398771304416
(SCANL1[*] (MAP[/4] var0)),0.03364356199745089,1.139673653736833e-09,0.01620539991097807
(SCANL1[*] (SCANL1[+] var0)),0.03412910999759333,5.054544643083524e-10,0.016205400416432533
(SCANL1[*] (SCANL1[-] var0)),0.03419467699859524,4.09594651029911e-09,0.01620540451237904
(SCANL1[*] (SCANL1[*] var0)),0.03427385699797014,1.5834564516353345e-06,0.016206987968830678
(SCANL1[*] (SCANL1[MIN] var0)),0.03436135599804402,4.389001140963079e-09,0.01620699235783182
(SCANL1[*] (SCANL1[MAX] var0)),0.03444540199780022,6.363247982158677e-07,0.016207628682630034
(SCANL1[-] (SORT var0)),0.0347927909988357,2.865848164756541e-12,0.01620762868549588
(SCANL1[-] (REVERSE var0)),0.03484023699820682,3.148399949029532e-13,0.01620762868581072
(SCANL1[-] (FILTER[<0] var0)),0.034891124998466694,8.481620543311883e-09,0.016207637167431264
(SCANL1[-] (FILTER[>0] var0)),0.034980548998646555,3.7596193889223e-08,0.016207674763625154
(SCANL1[-] (FILTER[%2==0] var0)),0.03504752299886604,3.4993041526779554e-07,0.016208024694040424
(SCANL1[-] (FILTER[%2==1] var0)),0.03510776999974041,7.676769590058136e-14,0.016208024694117192
(SCANL1[-] (MAP[+1] var0)),0.0351688999999169,4.711377353438896e-10,0.01620802516525493
(SCANL1[-] (MAP[-1] var0)),0.035239388000263716,2.3965961998181882e-08,0.01620804913121693
(SCANL1[-] (MAP[*2] var0)),0.035290857000291,2.2851661909155092e-07,0.01620827764783602
(SCANL1[-] (MAP[/2] var0)),0.03535112100144033,2.1977530467144067e-09,0.016208279845589067
(SCANL1[-] (MAP[*(-1)] var0)),0.03540404200248304,4.596472699300679e-08,0.01620832581031606
(SCANL1[-] (MAP[**2] var0)),0.035454425002171774,6.4340539644858364e-09,0.016208332244370023
(SCANL1[-] (MAP[*3] var0)),0.035505678000845364,1.5379659987331954e-06,0.016209870210368755
(SCANL1[-] (MAP[/3] var0)),0.0355724970013398,4.965717600144431e-10,0.016209870706940514
(SCANL1[-] (MAP[*4] var0)),0.03562036800212809,1.5580507262819326e-13,0.01620987070709632
(SCANL1[-] (MAP[/4] var0)),0.03568581000217819,1.2614069942194267e-10,0.01620987083323702
(SCANL1[-] (SCANL1[+] var0)),0.036170673003653064,3.3954079565804146e-11,0.016209870867191098
(SCANL1[-] (SCANL1[-] var0)),0.03621536000355263,4.6735398602082724e-07,0.01621033822117712
(SCANL1[-] (SCANL1[*] var0)),0.0362591830034944,7.254821106326357e-10,0.01621033894665923
(SCANL1[-] (SCANL1[MIN] var0)),0.03630343100303435,4.190396981620438e-08,0.016210380850629046
(SCANL1[-] (SCANL1[MAX] var0)),0.03634740100460476,1.942954614527176e-07,0.0162105751460905
(SCANL1[+] (SORT var0)),0.036499650004770956,1.823677936774495e-11,0.01621057516432728
(SCANL1[+] (REVERSE var0)),0.03654289000587596,1.3301563545078777e-09,0.016210576494483632
(SCANL1[+] (FILTER[<0] var0)),0.03658590400664252,5.255679451673143e-07,0.0162111020624288
(SCANL1[+] (FILTER[>0] var0)),0.036702067007354344,7.508312378334934e-10,0.016211102813260037
(SCANL1[+] (FILTER[%2==0] var0)),0.03674524200687301,1.4227433639815575e-06,0.01621252555662402
(SCANL1[+] (FILTER[%2==1] var0)),0.03679260600620182,9.695913643710905e-14,0.01621252555672098
(SCANL1[+] (MAP[+1] var0)),0.03683626700512832,5.394698256730005e-12,0.01621252556211568
(SCANL1[+] (MAP[-1] var0)),0.03688038700602192,6.387061239488394e-10,0.0162125262008218
(SCANL1[+] (MAP[*2] var0)),0.03692318400499062,5.969357621179762e-12,0.01621252620679116
(SCANL1[+] (MAP[/2] var0)),0.036965986004361184,5.381913529229534e-06,0.01621790812032039
(SCANL1[+] (MAP[*(-1)] var0)),0.03700920300434518,1.4133844032166902e-09,0.01621790953370479
(SCANL1[+] (MAP[**2] var0)),0.03705282200462534,4.728592577661566e-09,0.016217914262297368
(SCANL1[+] (MAP[*3] var0)),0.037096190004376695,8.880935251006943e-07,0.01621880235582247
(SCANL1[+] (MAP[/3] var0)),0.03714013700300711,3.709964082058285e-08,0.01621883945546329
(SCANL1[+] (MAP[*4] var0)),0.0371836880040064,7.389809239065733e-12,0.0162188394628531
(SCANL1[+] (MAP[/4] var0)),0.037227496004561544,3.0595764463396542e-09,0.016218842522429545
(SCANL1[+] (SCANL1[+] var0)),0.03769722300421563,1.2444483938293806e-11,0.016218842534874028
(SCANL1[+] (SCANL1[-] var0)),0.037741064003057545,4.588046765738588e-12,0.016218842539462073
(SCANL1[+] (SCANL1[*] var0)),0.03778533300283016,4.950965599420845e-10,0.016218843034558634
(SCANL1[+] (SCANL1[MIN] var0)),0.0378300480042526,2.916224643304915e-09,0.016218845950783278
(SCANL1[+] (SCANL1[MAX] var0)),0.03787370300415205,3.5815844142449168e-12,0.01621884595436486
(ZIPWITH[MAX] var0 var0),0.039826517004257767,3.925846726812765e-08,0.01621888521283213
(ZIPWITH[MIN] var0 var0),0.04271548700307903,3.555816495357907e-11,0.016218885248390293
(ZIPWITH[*] var0 var0),0.046142480003254605,2.201354661299799e-11,0.01621888527040384
(ZIPWITH[-] var0 var0),0.04981491100261337,6.838809266183002e-08,0.0162189536584965
(ZIPWITH[+] var0 var0),0.052618875002735876,8.719986963396942e-13,0.016218953659368502
(MAP[/4] (SORT var0)),0.05536705700251332,6.63601477006842e-11,0.01621895372572865
(MAP[/4] (REVERSE var0)),0.055405487000825815,6.669211385068379e-11,0.016218953792420762
(MAP[/4] (FILTER[<0] var0)),0.0554425970021839,6.071791152173643e-08,0.016219014510332284
(MAP[/4] (FILTER[>0] var0)),0.055479790002209484,3.137859907998635e-11,0.01621901454171088
(MAP[/4] (FILTER[%2==0] var0)),0.0555165140031022,8.846141642391186e-09,0.016219023387852523
(MAP[/4] (FILTER[%2==1] var0)),0.05555324600391032,1.843116067673027e-12,0.01621902338969564
(MAP[/4] (MAP[+1] var0)),0.05562226400252257,5.128411312404843e-10,0.01621902390253677
(MAP[/4] (MAP[-1] var0)),0.055721962002280634,3.191226690925186e-10,0.01621902422165944
(MAP[/4] (MAP[*2] var0)),0.05575802700332133,2.693232133806017e-10,0.016219024490982652
(MAP[/4] (MAP[/2] var0)),0.05579536200457369,1.2593674333861223e-05,0.016231618165316514
(MAP[/4] (MAP[*(-1)] var0)),0.05583179700442997,1.305866920543757e-11,0.016231618178375182
(MAP[/4] (MAP[**2] var0)),0.055869315005111275,7.766710951916282e-06,0.016239384889327097
(MAP[/4] (MAP[*3] var0)),0.05590629000471381,9.96435824917041e-09,0.016239394853685345
(MAP[/4] (MAP[/3] var0)),0.05594299900440092,1.3686662954026227e-08,0.0162394085403483
(MAP[/4] (MAP[*4] var0)),0.05597977900470141,6.117391963469924e-11,0.01623940860152222
(MAP[/4] (MAP[/4] var0)),0.05602244800502376,3.890784472226543e-09,0.016239412492306694
(MAP[/4] (SCANL1[+] var0)),0.05646565200549958,8.632612598264406e-12,0.016239412500939306
(MAP[/4] (SCANL1[-] var0)),0.05650365500514454,2.5565336725097854e-07,0.016239668154306556
(MAP[/4] (SCANL1[*] var0)),0.056539879004049,1.4221024637902002e-12,0.016239668155728658
(MAP[/4] (SCANL1[MIN] var0)),0.05657689900544938,2.4959278150243725e-13,0.01623966815597825
(MAP[/4] (SCANL1[MAX] var0)),0.056615756006067386,9.732951309029159e-12,0.0162396681657112
(MAP[*4] (SORT var0)),0.056747500006167684,2.694071418239317e-12,0.01623966816840527
(MAP[*4] (REVERSE var0)),0.056784974007314304,5.323208136608277e-11,0.016239668221637353
(MAP[*4] (FILTER[<0] var0)),0.05682216400782636,6.677216466831044e-10,0.016239668889359
(MAP[*4] (FILTER[>0] var0)),0.05685848400753457,5.6457763901240656e-08,0.0162397253471229
(MAP[*4] (FILTER[%2==0] var0)),0.05689589600842737,6.355687585243151e-11,0.016239725410679775
(MAP[*4] (FILTER[%2==1] var0)),0.05693289600822027,5.650440898317662e-15,0.016239725410685427
(MAP[*4] (MAP[+1] var0)),0.05697006000809779,4.842209247719249e-09,0.016239730252894675
(MAP[*4] (MAP[-1] var0)),0.0570067570079118,4.364764188502525e-08,0.01623977390053656
(MAP[*4] (MAP[*2] var0)),0.057042915008423734,7.801623050240781e-10,0.016239774680698867
(MAP[*4] (MAP[/2] var0)),0.05708037400836474,6.605873880003205e-07,0.016240435268086866
(MAP[*4] (MAP[*(-1)] var0)),0.057281676008642535,1.2168672631056696e-09,0.01624043648495413
(MAP[*4] (MAP[**2] var0)),0.05733105200852151,2.0010491100542608e-09,0.01624043848600324
(MAP[*4] (MAP[*3] var0)),0.057368881009097095,9.924178021772274e-06,0.016250362664025013
(MAP[*4] (MAP[/3] var0)),0.057408264008699916,2.438372852975837e-09,0.016250365102397867
(MAP[*4] (MAP[*4] var0)),0.057450861007964704,1.0893343645183324e-11,0.016250365113291212
(MAP[*4] (MAP[/4] var0)),0.057488683007250074,5.0486860221611134e-12,0.0162503651183399
(MAP[*4] (SCANL1[+] var0)),0.0579267380071542,6.354806488211109e-10,0.016250365753820547
(MAP[*4] (SCANL1[-] var0)),0.05796363900844881,1.3570684425687003e-10,0.016250365889527392
(MAP[*4] (SCANL1[*] var0)),0.058000816008643596,9.75120192993401e-09,0.01625037564072932
(MAP[*4] (SCANL1[MIN] var0)),0.05803688500964199,7.874131108773283e-09,0.01625038351486043
(MAP[*4] (SCANL1[MAX] var0)),0.058074127009604126,2.127080539830298e-08,0.016250404785665827
(MAP[/3] (SORT var0)),0.05820865100940864,1.0016580312572495e-09,0.016250405787323858
(MAP[/3] (REVERSE var0)),0.058258022010704735,5.809428852989354e-08,0.016250463881612387
(MAP[/3] (FILTER[<0] var0)),0.05829624301077274,1.981722784657928e-06,0.016252445604397044
(MAP[/3] (FILTER[>0] var0)),0.05833407401223667,1.1086382188390645e-07,0.016252556468218927
(MAP[/3] (FILTER[%2==0] var0)),0.058371755012558424,3.3219208377615898e-06,0.016255878389056688
(MAP[/3] (FILTER[%2==1] var0)),0.05840845401326078,1.523393444023431e-10,0.016255878541396034
(MAP[/3] (MAP[+1] var0)),0.05844552201233455,3.484813581027708e-10,0.016255878889877392
(MAP[/3] (MAP[-1] var0)),0.058481433012275374,2.6724428609946702e-05,0.01628260331848734
(MAP[/3] (MAP[*2] var0)),0.05851721101134899,1.180952979043668e-10,0.016282603436582638
(MAP[/3] (MAP[/2] var0)),0.05855327301105717,4.002776146982104e-07,0.016283003714197337
(MAP[/3] (MAP[*(-1)] var0)),0.058589779011526844,4.4100689918472145e-08,0.016283047814887257
(MAP[/3] (MAP[**2] var0)),0.05862592401172151,1.4720142122384895e-08,0.01628306253502938
(MAP[/3] (MAP[*3] var0)),0.05866313001206436,0.00016131755642597912,0.01644438009145536
(MAP[/3] (MAP[/3] var0)),0.05870040901208995,1.472616458699146e-06,0.016445852707914058
(MAP[/3] (MAP[*4] var0)),0.058820253012527246,9.67540285281698e-13,0.0164458527088816
(MAP[/3] (MAP[/4] var0)),0.05886209301206691,7.589385692438921e-11,0.016445852784775457
(MAP[/3] (SCANL1[+] var0)),0.059193754010266275,7.248143205179181e-11,0.016445852857256887
(MAP[/3] (SCANL1[-] var0)),0.05923143101063033,9.360660053604746e-09,0.01644586221791694
(MAP[/3] (SCANL1[*] var0)),0.05926897201061365,4.346726580760192e-11,0.016445862261384205
(MAP[/3] (SCANL1[MIN] var0)),0.059306462009772076,6.83271577986917e-08,0.016445930588542004
(MAP[/3] (SCANL1[MAX] var0)),0.059344011009670794,1.5059834159847608e-11,0.01644593060360184
(MAP[*3] (SORT var0)),0.05947681200814259,1.1865781589203743e-06,0.01644711718176076
(MAP[*3] (REVERSE var0)),0.059515935006857035,1.14176903380889e-09,0.016447118323529793
(MAP[*3] (FILTER[<0] var0)),0.05955250800616341,1.2213924549483673e-06,0.016448339715984743
(MAP[*3] (FILTER[>0] var0)),0.05958895200637926,3.9069071824477416e-08,0.016448378785056568
(MAP[*3] (FILTER[%2==0] var0)),0.05962545700640476,6.435363764025843e-08,0.01644844313869421
(MAP[*3] (FILTER[%2==1] var0)),0.059662905006916844,2.05919454918625e-08,0.0164484637306397
(MAP[*3] (MAP[+1] var0)),0.05970133100709063,3.2686159334398926e-08,0.016448496416799036
(MAP[*3] (MAP[-1] var0)),0.05973870000707393,0.00047230742166597345,0.01692080383846501
(MAP[*3] (MAP[*2] var0)),0.05978620900714304,4.439358374843059e-09,0.016920808277823385
(MAP[*3] (MAP[/2] var0)),0.05982354300795123,0.002746997478473377,0.01966780575629676
(MAP[*3] (MAP[*(-1)] var0)),0.059859998007596005,1.979298012395482e-06,0.019669785054309157
(MAP[*3] (MAP[**2] var0)),0.05989743200734665,1.2847537067629645e-07,0.019669913529679832
(MAP[*3] (MAP[*3] var0)),0.05993465100800677,2.2228238998307267e-05,0.01969214176867814
(MAP[*3] (MAP[/3] var0)),0.05997256900809589,1.3179340890938726e-06,0.019693459702767233
(MAP[*3] (MAP[*4] var0)),0.060009292008544435,4.567985042260537e-12,0.019693459707335218
(MAP[*3] (MAP[/4] var0)),0.0600461480080412,0.00010981152000162079,0.019803271227336838
(MAP[*3] (SCANL1[+] var0)),0.06051789200864732,4.581223969167925e-08,0.01980331703957653
(MAP[*3] (SCANL1[-] var0)),0.060570845009351615,6.522571799646822e-06,0.019809839611376178
(MAP[*3] (SCANL1[*] var0)),0.06060899000840436,7.22840019813125e-05,0.01988212361335749
(MAP[*3] (SCANL1[MIN] var0)),0.060645511008260655,1.164365020985695e-09,0.019882124777722512
(MAP[*3] (SCANL1[MAX] var0)),0.060682818007990136,2.8714331576384357e-05,0.019910839109298896
(MAP[**2] (SORT var0)),0.06087996000678686,8.926367193904805e-06,0.0199197654764928
(MAP[**2] (REVERSE var0)),0.06092213000738411,1.110562051536359e-06,0.019920876038544335
(MAP[**2] (FILTER[<0] var0)),0.06095991400616185,2.835242441865927e-07,0.01992115956278852
(MAP[**2] (FILTER[>0] var0)),0.06099709400587017,2.39146919111485e-05,0.01994507425469967
(MAP[**2] (FILTER[%2==0] var0)),0.06103437800629763,0.00026458712269243715,0.020209661377392107
(MAP[**2] (FILTER[%2==1] var0)),0.06107097900530789,4.80128203371864e-11,0.020209661425404927
(MAP[**2] (MAP[+1] var0)),0.06110787000579876,1.3092777018740579e-09,0.020209662734682627
(MAP[**2] (MAP[-1] var0)),0.06114507700476679,5.108783770897089e-05,0.020260750572391597
(MAP[**2] (MAP[*2] var0)),0.06118190100460197,5.973911391745265e-07,0.02026134796353077
(MAP[**2] (MAP[/2] var0)),0.06121894700481789,6.252196738664831e-07,0.020261973183204638
(MAP[**2] (MAP[*(-1)] var0)),0.061256251005033846,2.0378668159260144e-08,0.020261993561872797
(MAP[**2] (MAP[**2] var0)),0.061293457005376695,6.1136045403356395e-06,0.020268107166413134
(MAP[**2] (MAP[*3] var0)),0.061330124006417464,5.080012008208466e-06,0.020273187178421342
(MAP[**2] (MAP[/3] var0)),0.06136644300750049,3.101788547713454e-09,0.02027319028020989
(MAP[**2] (MAP[*4] var0)),0.0614039100073569,5.716636587708011e-09,0.020273195996846478
(MAP[**2] (MAP[/4] var0)),0.06144073900759395,1.1189930181706121e-05,0.020284385927028185
(MAP[**2] (SCANL1[+] var0)),0.06194330200742115,5.969851648317116e-11,0.020284385986726702
(MAP[**2] (SCANL1[-] var0)),0.061993750008696225,1.715942316512194e-05,0.020301545409891823
(MAP[**2] (SCANL1[*] var0)),0.062030809007410426,1.3105679647203673e-05,0.020314651089539025
(MAP[**2] (SCANL1[MIN] var0)),0.0620672720069706,1.7577992694715552e-07,0.020314826869465973
(MAP[**2] (SCANL1[MAX] var0)),0.06210444700627704,4.821363058423525e-09,0.02031483169082903
(MAP[*(-1)] (SORT var0)),0.062234744007582776,1.7107087768122264e-07,0.020315002761706714
(MAP[*(-1)] (REVERSE var0)),0.062271516007967875,1.7428453495867565e-07,0.020315177046241674
(MAP[*(-1)] (FILTER[<0] var0)),0.06237308600793767,1.572194929656356e-05,0.02033089899553824
(MAP[*(-1)] (FILTER[>0] var0)),0.06241011900783633,1.2229754755568744e-09,0.020330900218513713
(MAP[*(-1)] (FILTER[%2==0] var0)),0.06244626100669848,2.5188610807852526e-05,0.020356088829321564
(MAP[*(-1)] (FILTER[%2==1] var0)),0.06248324500666058,7.714802963051942e-13,0.020356088830093044
(MAP[*(-1)] (MAP[+1] var0)),0.06252093500552292,3.4474697875537256e-08,0.02035612330479092
(MAP[*(-1)] (MAP[-1] var0)),0.06255776900616183,1.3715824706842934e-07,0.020356260463037987
(MAP[*(-1)] (MAP[*2] var0)),0.06259479900654696,1.8579964594692253e-06,0.020358118459497455
(MAP[*(-1)] (MAP[/2] var0)),0.06263111600674165,3.3456771415805654e-07,0.020358453027211613
(MAP[*(-1)] (MAP[*(-1)] var0)),0.06266840300668264,4.471349293797665e-08,0.020358497740704553
(MAP[*(-1)] (MAP[**2] var0)),0.06270497900732153,3.4602565471447665e-08,0.020358532343270026
(MAP[*(-1)] (MAP[*3] var0)),0.06274198300889111,1.2786801966163233e-06,0.02035981102346664
(MAP[*(-1)] (MAP[/3] var0)),0.06277945700821874,1.0437733507916165e-10,0.020359811127843977
(MAP[*(-1)] (MAP[*4] var0)),0.06281580100767314,1.5809581853817846e-12,0.020359811129424935
(MAP[*(-1)] (MAP[/4] var0)),0.06285626600765681,2.3684240465639323e-09,0.02035981349784898
(MAP[*(-1)] (SCANL1[+] var0)),0.06329867200656736,2.1806954662339468e-08,0.020359835304803644
(MAP[*(-1)] (SCANL1[-] var0)),0.06333692600674112,7.715183153953369e-09,0.0203598430199868
(MAP[*(-1)] (SCANL1[*] var0)),0.06337458300731669,1.1995081635956304e-06,0.020361042528150394
(MAP[*(-1)] (SCANL1[MIN] var0)),0.06341186100689811,2.520885985682274e-10,0.020361042780238994
(MAP[*(-1)] (SCANL1[MAX] var0)),0.06344928300677566,1.0739421721588964e-09,0.020361043854181166
(MAP[/2] (SORT var0)),0.06358175400600885,3.2768834026592256e-07,0.02036137154252143
(MAP[/2] (REVERSE var0)),0.06361953500527306,3.3875783732356977e-06,0.020364759120894665
(MAP[/2] (FILTER[<0] var0)),0.06368534300600004,0.0014599297987675877,0.021824688919662254
(MAP[/2] (FILTER[>0] var0)),0.06374561300617643,2.1734830627221346e-09,0.021824691093145318
(MAP[/2] (FILTER[%2==0] var0)),0.06380277100652165,9.926468701717135e-07,0.02182568374001549
(MAP[/2] (FILTER[%2==1] var0)),0.06515747700541397,1.0183552903023648e-08,0.021825693923568392
(MAP[/2] (MAP[+1] var0)),0.06520126700524997,2.0817791341985674e-05,0.021846511714910376
(MAP[/2] (MAP[-1] var0)),0.06523868300428148,0.0001038495443832758,0.02195036125929365
(MAP[/2] (MAP[*2] var0)),0.0652756310046243,3.287828658247308e-08,0.021950394137580233
(MAP[/2] (MAP[/2] var0)),0.06531325100331742,9.757139316128953e-07,0.021951369851511845
(MAP[/2] (MAP[*(-1)] var0)),0.06535071300277195,1.0679987606460857e-07,0.02195147665138791
(MAP[/2] (MAP[**2] var0)),0.06539061800140189,6.879431069432356e-05,0.022020270962082235
(MAP[/2] (MAP[*3] var0)),0.06543079800212581,0.0003119937240520233,0.022332264686134258
(MAP[/2] (MAP[/3] var0)),0.06546889300079783,2.7405545965767995e-08,0.022332292091680223
(MAP[/2] (MAP[*4] var0)),0.06550745500135235,5.338899011892878e-10,0.022332292625570124
(MAP[/2] (MAP[/4] var0)),0.06554495300042618,1.7853730115414965e-05,0.022350146355685538
(MAP[/2] (SCANL1[+] var0)),0.06599942300090333,1.0601907146032065e-06,0.022351206546400142
(MAP[/2] (SCANL1[-] var0)),0.06603731900031562,2.0981592980937782e-07,0.022351416362329953
(MAP[/2] (SCANL1[*] var0)),0.06607398099913553,2.3227293984448956e-08,0.022351439589623937
(MAP[/2] (SCANL1[MIN] var0)),0.06611094300023979,4.030813225254698e-09,0.022351443620437162
(MAP[/2] (SCANL1[MAX] var0)),0.06614879500011739,4.8223534630525846e-08,0.022351491843971793
