program,search time,probability of the program,cumulative probability
(MAP[*2] (REVERSE (MAP[*4] var0))),0.1637653179350309,6.678296418530234e-05,0.12157334750645256
(MAP[*2] (REVERSE (MAP[/4] var0))),0.16376596793452336,5.806447926105566e-06,0.12157915395437867
(MAP[*2] (REVERSE (SCANL1[+] var0))),0.1637742969342071,1.3284905359400868e-05,0.12159243885973807
(MAP[*2] (REVERSE (SCANL1[-] var0))),0.16377509893391107,9.387749059042458e-05,0.12168631635032849
(MAP[*2] (REVERSE (SCANL1[*] var0))),0.1637757179341861,9.308806865186643e-05,0.12177940441898036
(MAP[*2] (REVERSE (SCANL1[MIN] var0))),0.1637764489350957,4.822518249872394e-07,0.12177988667080535
(MAP[*2] (REVERSE (SCANL1[MAX] var0))),0.1637772219346516,3.919546743845907e-05,0.1218190821382438
(MAP[*2] (SORT (SORT var0))),0.16377785593431327,2.629666052521494e-07,0.12181934510484906
(MAP[*2] (SORT (REVERSE var0))),0.16377864593414415,5.844809259575066e-09,0.12181935094965832
(MAP[*2] (SORT (FILTER[<0] var0))),0.16377922293395386,1.4665356056702871e-09,0.12181935241619392
(MAP[*2] (SORT (FILTER[>0] var0))),0.16377978593482112,1.6052574202791544e-09,0.12181935402145135
(MAP[*2] (SORT (FILTER[%2==0] var0))),0.16378043393524422,1.0449930121979952e-10,0.12181935412595064
(MAP[*2] (SORT (FILTER[%2==1] var0))),0.16378104093564616,5.204145713470682e-10,0.12181935464636522
(MAP[*2] (SORT (MAP[+1] var0))),0.1637816319362173,5.1284178838289544e-08,0.12181940593054405
(MAP[*2] (SORT (MAP[-1] var0))),0.16378228193570976,3.1314241921748545e-09,0.12181940906196824
(MAP[*2] (SORT (MAP[*2] var0))),0.1637828659349907,6.2579641384967455e-12,0.1218194090682262
(MAP[*2] (SORT (MAP[/2] var0))),0.16378352693573106,8.919876367395437e-08,0.12181949826698989
(MAP[*2] (SORT (MAP[*(-1)] var0))),0.16378414493556193,1.0847477421205513e-11,0.12181949827783736
(MAP[*2] (SORT (MAP[**2] var0))),0.16378480893581582,4.0267041571384215e-11,0.1218194983181044
(MAP[*2] (SORT (MAP[*3] var0))),0.16378556893505447,9.003129592299483e-10,0.12181949921841737
(MAP[*2] (SORT (MAP[/3] var0))),0.16378615093526605,7.4503358688352384e-09,0.12181950666875323
(MAP[*2] (SORT (MAP[*4] var0))),0.1637870089343778,1.40740171327789e-09,0.12181950807615494
(MAP[*2] (SORT (MAP[/4] var0))),0.16378796093522396,2.453073320052516e-10,0.12181950832146227
(MAP[*2] (SORT (SCANL1[+] var0))),0.1637965169356903,5.713280240127512e-09,0.1218195140347425
(MAP[*2] (SORT (SCANL1[-] var0))),0.1637973029355635,2.331909921556088e-08,0.12181953735384173
(MAP[*2] (SORT (SCANL1[*] var0))),0.1637978639355424,4.498706034877623e-10,0.12181953780371232
(MAP[*2] (SORT (SCANL1[MIN] var0))),0.16379852893442148,1.3772161919950735e-07,0.12181967552533153
(MAP[*2] (SORT (SCANL1[MAX] var0))),0.1637991569332371,7.571741649646469e-09,0.12181968309707318
(MAP[/2] (SCANL1[MAX] (SORT var0))),0.16437835193391948,8.485339216690102e-10,0.1218196839456071
(MAP[/2] (SCANL1[MAX] (REVERSE var0))),0.16437924993260822,1.865732751114042e-09,0.12181968581133985
(MAP[/2] (SCANL1[MAX] (FILTER[<0] var0))),0.1643799219327775,3.936542913318651e-07,0.12182007946563118
(MAP[/2] (SCANL1[MAX] (FILTER[>0] var0))),0.16438042793379282,3.692701833846718e-07,0.12182044873581457
(MAP[/2] (SCANL1[MAX] (FILTER[%2==0] var0))),0.16438115993332758,9.34100316407986e-06,0.12182978973897865
(MAP[/2] (SCANL1[MAX] (FILTER[%2==1] var0))),0.16438174593349686,5.818513017409719e-09,0.12182979555749167
(MAP[/2] (SCANL1[MAX] (MAP[+1] var0))),0.16438228393417376,3.870690829185785e-08,0.12182983426439996
(MAP[/2] (SCANL1[MAX] (MAP[-1] var0))),0.16438290893347585,4.547534971783788e-08,0.12182987973974968
(MAP[/2] (SCANL1[MAX] (MAP[*2] var0))),0.164383562932926,1.3197961735722391e-08,0.12182989293771142
(MAP[/2] (SCANL1[MAX] (MAP[/2] var0))),0.1643841679324396,1.1969098574861488e-06,0.12183108984756891
(MAP[/2] (SCANL1[MAX] (MAP[*(-1)] var0))),0.16438468293199548,4.0603127631778676e-07,0.12183149587884523
(MAP[/2] (SCANL1[MAX] (MAP[**2] var0))),0.16438515693153022,7.103913520186834e-09,0.12183150298275876
(MAP[/2] (SCANL1[MAX] (MAP[*3] var0))),0.16438574593121302,2.955836774213375e-06,0.12183445881953298
(MAP[/2] (SCANL1[MAX] (MAP[/3] var0))),0.1643862459313823,1.3484389642687686e-06,0.12183580725849724
(MAP[/2] (SCANL1[MAX] (MAP[*4] var0))),0.16438695293254568,1.596988309346187e-06,0.12183740424680659
(MAP[/2] (SCANL1[MAX] (MAP[/4] var0))),0.16438757193282072,6.118899830532778e-08,0.12183746543580488
(MAP[/2] (SCANL1[MAX] (SCANL1[+] var0))),0.16439656693364668,1.355389565684783e-05,0.12185101933146174
(MAP[/2] (SCANL1[MAX] (SCANL1[-] var0))),0.16439740793430246,2.1912450505573997e-08,0.12185104124391224
(MAP[/2] (SCANL1[MAX] (SCANL1[*] var0))),0.1643980739336257,4.465265319580819e-06,0.12185550650923183
(MAP[/2] (SCANL1[MAX] (SCANL1[MIN] var0))),0.1643987069346622,6.499586709986048e-06,0.1218620060959418
(MAP[/2] (SCANL1[MAX] (SCANL1[MAX] var0))),0.16439943893601594,3.233700019051764e-10,0.1218620064193118
(MAP[/2] (SCANL1[MIN] (SORT var0))),0.164400166935593,2.647752878356838e-10,0.12186200668408709
(MAP[/2] (SCANL1[MIN] (REVERSE var0))),0.16440083193629107,6.347229304246952e-08,0.12186207015638013
(MAP[/2] (SCANL1[MIN] (FILTER[<0] var0))),0.16440160293677764,4.088012938616683e-07,0.12186247895767399
(MAP[/2] (SCANL1[MIN] (FILTER[>0] var0))),0.16440221193624893,2.129557933956728e-08,0.12186250025325333
(MAP[/2] (SCANL1[MIN] (FILTER[%2==0] var0))),0.16440318093555106,1.1221656281215089e-07,0.12186261246981614
(MAP[/2] (SCANL1[MIN] (FILTER[%2==1] var0))),0.16440392093500122,1.9370240713699134e-09,0.12186261440684021
(MAP[/2] (SCANL1[MIN] (MAP[+1] var0))),0.1644045779357839,6.129180844004453e-09,0.12186262053602105
(MAP[/2] (SCANL1[MIN] (MAP[-1] var0))),0.1644052059364185,6.527296412940339e-07,0.12186327326566235
(MAP[/2] (SCANL1[MIN] (MAP[*2] var0))),0.16440586493627052,7.785351608005947e-07,0.12186405180082314
(MAP[/2] (SCANL1[MIN] (MAP[/2] var0))),0.16440652793608024,1.4738211654669748e-06,0.12186552562198862
(MAP[/2] (SCANL1[MIN] (MAP[*(-1)] var0))),0.16440724893618608,7.693547223464662e-07,0.12186629497671096
(MAP[/2] (SCANL1[MIN] (MAP[**2] var0))),0.1644079279358266,4.867781102945464e-07,0.12186678175482125
(MAP[/2] (SCANL1[MIN] (MAP[*3] var0))),0.16440856293593242,8.500721826922306e-10,0.12186678260489343
(MAP[/2] (SCANL1[MIN] (MAP[/3] var0))),0.1644092469359748,1.2663988623723019e-08,0.12186679526888206
(MAP[/2] (SCANL1[MIN] (MAP[*4] var0))),0.1644099819368421,9.440118654978528e-07,0.12186773928074755
(MAP[/2] (SCANL1[MIN] (MAP[/4] var0))),0.1644106759376882,2.7780365975510237e-06,0.1218705173173451
(MAP[/2] (SCANL1[MIN] (SCANL1[+] var0))),0.16441980593663175,1.5500262645014695e-09,0.12187051886737137
(MAP[/2] (SCANL1[MIN] (SCANL1[-] var0))),0.16442057993663184,4.0720051360100103e-10,0.12187051927457188
(MAP[/2] (SCANL1[MIN] (SCANL1[*] var0))),0.16442143193671654,1.199998655729305e-08,0.12187053127455844
(MAP[/2] (SCANL1[MIN] (SCANL1[MIN] var0))),0.164422568936061,1.2284094728197937e-08,0.12187054355865316
(MAP[/2] (SCANL1[MIN] (SCANL1[MAX] var0))),0.1644233459373936,2.624852731006375e-08,0.12187056980718047
(MAP[/2] (SCANL1[*] (SORT var0))),0.16442421593819745,2.609750531408146e-06,0.12187317955771187
(MAP[/2] (SCANL1[*] (REVERSE var0))),0.16442486793857825,1.3962518165564002e-09,0.1218731809539637
(MAP[/2] (SCANL1[*] (FILTER[<0] var0))),0.16442547893893789,2.22094047012254e-09,0.12187318317490417
(MAP[/2] (SCANL1[*] (FILTER[>0] var0))),0.1644260909397417,2.2776683586131288e-07,0.12187341094174003
(MAP[/2] (SCANL1[*] (FILTER[%2==0] var0))),0.1644267429401225,1.3988595415239315e-09,0.12187341234059958
(MAP[/2] (SCANL1[*] (FILTER[%2==1] var0))),0.1644274139398476,1.268393175970637e-06,0.12187468073377555
(MAP[/2] (SCANL1[*] (MAP[+1] var0))),0.1644279999400169,3.532432382164985e-08,0.12187471605809938
(MAP[/2] (SCANL1[*] (MAP[-1] var0))),0.16442943994115922,2.071917273162336e-10,0.1218747162652911
(MAP[/2] (SCANL1[*] (MAP[*2] var0))),0.16443029394031328,8.339197185809524e-09,0.12187472460448828
(MAP[/2] (SCANL1[*] (MAP[/2] var0))),0.1644311609397846,1.6710368081331165e-09,0.12187472627552509
(MAP[/2] (SCANL1[*] (MAP[*(-1)] var0))),0.16443188293851563,1.0403446998003573e-06,0.1218757666202249
(MAP[/2] (SCANL1[*] (MAP[**2] var0))),0.16443252593853686,2.449373892743894e-07,0.12187601155761417
(MAP[/2] (SCANL1[*] (MAP[*3] var0))),0.16443315893775434,1.90962633224868e-09,0.1218760134672405
(MAP[/2] (SCANL1[*] (MAP[/3] var0))),0.16443385093771212,2.4420170072989273e-06,0.1218784554842478
(MAP[/2] (SCANL1[*] (MAP[*4] var0))),0.16443476093809295,2.1804222011886337e-06,0.121880635906449
(MAP[/2] (SCANL1[*] (MAP[/4] var0))),0.16443552593773347,1.914629044573754e-08,0.12188065505273944
(MAP[/2] (SCANL1[*] (SCANL1[+] var0))),0.1644450409366982,2.2083505102491031e-10,0.12188065527357449
(MAP[/2] (SCANL1[*] (SCANL1[-] var0))),0.16444580193638103,2.9457299602432905e-07,0.12188094984657051
(MAP[/2] (SCANL1[*] (SCANL1[*] var0))),0.16444645193769247,7.363018614577635e-08,0.12188102347675665
(MAP[/2] (SCANL1[*] (SCANL1[MIN] var0))),0.1644470829378406,9.510391792233659e-08,0.12188111858067457
(MAP[/2] (SCANL1[*] (SCANL1[MAX] var0))),0.16444784193845408,2.4825346030806095e-09,0.12188112106320918
(MAP[/2] (SCANL1[-] (SORT var0))),0.16444862893695245,4.944424585469e-06,0.12188606548779465
(MAP[/2] (SCANL1[-] (REVERSE var0))),0.16444934093669872,1.2823795522425595e-07,0.12188619372574988
(MAP[/2] (SCANL1[-] (FILTER[<0] var0))),0.164449949937989,1.9411258455933274e-07,0.12188638783833444
(MAP[/2] (SCANL1[-] (FILTER[>0] var0))),0.16445054893847555,2.738884058112407e-08,0.12188641522717503
(MAP[/2] (SCANL1[-] (FILTER[%2==0] var0))),0.16445122093864484,1.7186026670758857e-09,0.12188641694577769
(MAP[/2] (SCANL1[-] (FILTER[%2==1] var0))),0.16445206493881415,2.594395639809296e-07,0.12188667638534167
(MAP[/2] (SCANL1[-] (MAP[+1] var0))),0.16445280193875078,1.9280157473529037e-05,0.1219059565428152
(MAP[/2] (SCANL1[-] (MAP[-1] var0))),0.16445358593773562,6.577697140098562e-09,0.12190596312051234
(MAP[/2] (SCANL1[-] (MAP[*2] var0))),0.16445428293809528,1.4997323106490854e-09,0.12190596462024465
(MAP[/2] (SCANL1[-] (MAP[/2] var0))),0.16445491993727046,7.222595768926815e-10,0.12190596534250422
(MAP[/2] (SCANL1[-] (MAP[*(-1)] var0))),0.1644556299361284,4.73945119497917e-08,0.12190601273701618
(MAP[/2] (SCANL1[-] (MAP[**2] var0))),0.1644563359368476,3.398295697220784e-07,0.1219063525665859
(MAP[/2] (SCANL1[-] (MAP[*3] var0))),0.1644570349362766,1.9750445114050743e-07,0.12190655007103704
(MAP[/2] (SCANL1[-] (MAP[/3] var0))),0.16445772893712274,7.091950472265671e-07,0.12190725926608427
(MAP[/2] (SCANL1[-] (MAP[*4] var0))),0.16445840793858224,5.694858708532463e-09,0.12190726496094298
(MAP[/2] (SCANL1[-] (MAP[/4] var0))),0.16445905093860347,1.475547566262603e-08,0.12190727971641864
(MAP[/2] (SCANL1[-] (SCANL1[+] var0))),0.16446789293877373,1.1100308624407198e-06,0.12190838974728108
(MAP[/2] (SCANL1[-] (SCANL1[-] var0))),0.16446877593989484,2.35183550844824e-06,0.12191074158278953
(MAP[/2] (SCANL1[-] (SCANL1[*] var0))),0.1644695279392181,8.378634368698862e-08,0.12191082536913321
(MAP[/2] (SCANL1[-] (SCANL1[MIN] var0))),0.16447020594023343,3.4758507512690183e-06,0.12191430121988447
(MAP[/2] (SCANL1[-] (SCANL1[MAX] var0))),0.16447086393964128,6.517913792764464e-06,0.12192081913367724
(MAP[/2] (SCANL1[+] (SORT var0))),0.16447162593976827,5.735250916943764e-06,0.12192655438459418
(MAP[/2] (SCANL1[+] (REVERSE var0))),0.1644723399385839,0.004587181016212315,0.1265137354008065
(MAP[/2] (SCANL1[+] (FILTER[<0] var0))),0.16447300093932427,0.0051292457906112685,0.13164298119141776
(MAP[/2] (SCANL1[+] (FILTER[>0] var0))),0.16447359493940894,9.621113837780997e-06,0.13165260230525555
(MAP[/2] (SCANL1[+] (FILTER[%2==0] var0))),0.1644743499400647,3.2468491857777985e-05,0.13168507079711333
(MAP[/2] (SCANL1[+] (FILTER[%2==1] var0))),0.1644749629394937,0.002666582807783015,0.13435165360489634
(MAP[/2] (SCANL1[+] (MAP[+1] var0))),0.1644757649391977,4.406108698451896e-06,0.1343560597135948
(MAP[/2] (SCANL1[+] (MAP[-1] var0))),0.16447637494093215,9.883062277841055e-05,0.1344548903363732
(MAP[/2] (SCANL1[+] (MAP[*2] var0))),0.16447705394239165,2.139361483619973e-06,0.13445702969785683
(MAP[/2] (SCANL1[+] (MAP[/2] var0))),0.1644777429428359,0.00013924077935386202,0.1345962704772107
(MAP[/2] (SCANL1[+] (MAP[*(-1)] var0))),0.1644783949432167,0.00010938888692603083,0.13470565936413673
(MAP[/2] (SCANL1[+] (MAP[**2] var0))),0.16447912094190542,0.00047161465357163613,0.13517727401770835
(MAP[/2] (SCANL1[+] (MAP[*3] var0))),0.16447979794247658,0.000274831475768294,0.13545210549347664
(MAP[/2] (SCANL1[+] (MAP[/3] var0))),0.16448044794378802,2.9556496595647846e-05,0.13548166199007228
(MAP[/2] (SCANL1[+] (MAP[*4] var0))),0.1644810729449091,9.523701630163615e-07,0.1354826143602353
(MAP[/2] (SCANL1[+] (MAP[/4] var0))),0.1644816819461994,0.000552577358329414,0.1360351917185647
(MAP[/2] (SCANL1[+] (SCANL1[+] var0))),0.16449111794645432,3.6976050694613295e-05,0.13607216776925932
(MAP[/2] (SCANL1[+] (SCANL1[-] var0))),0.16449180394738505,0.0014811812505993568,0.13755334901985866
(MAP[/2] (SCANL1[+] (SCANL1[*] var0))),0.16449237894630642,2.0821936074470183e-08,0.13755336984179473
(MAP[/2] (SCANL1[+] (SCANL1[MIN] var0))),0.16449315394675068,3.1906794408361036e-05,0.1375852766362031
(MAP[/2] (SCANL1[+] (SCANL1[MAX] var0))),0.16449380794801982,0.02096025050294711,0.1585455271391502
(MAP[/2] (ZIPWITH[MAX] var0 var0)),0.16453247594836284,2.6567576200849812e-09,0.15854552979590783
(MAP[/2] (ZIPWITH[MIN] var0 var0)),0.16512081994915206,1.0330728289637471e-07,0.15854563310319073
(MAP[/2] (ZIPWITH[*] var0 var0)),0.1657087789481011,3.303775060980375e-08,0.15854566614094134
(MAP[/2] (ZIPWITH[-] var0 var0)),0.1662972259473463,1.5780586307742662e-09,0.15854566771899997
(MAP[/2] (ZIPWITH[+] var0 var0)),0.16700641894749424,0.0006269798738476124,0.15917264759284758
(MAP[/2] (MAP[/4] (SORT var0))),0.16805891294643516,0.003132549281724397,0.16230519687457198
(MAP[/2] (MAP[/4] (REVERSE var0))),0.16805998894596996,9.034144279385464e-05,0.16239553831736583
(MAP[/2] (MAP[/4] (FILTER[<0] var0))),0.16806077894580085,7.237110891199487e-07,0.16239626202845495
(MAP[/2] (MAP[/4] (FILTER[>0] var0))),0.1680614369470277,7.084250713227569e-06,0.16240334627916816
(MAP[/2] (MAP[/4] (FILTER[%2==0] var0))),0.16806205894681625,2.2054025759427292e-05,0.16242540030492758
(MAP[/2] (MAP[/4] (FILTER[%2==1] var0))),0.16806270794768352,1.0531928400088468e-06,0.1624264534977676
(MAP[/2] (MAP[/4] (MAP[+1] var0))),0.1680632509469433,3.6999411129182286e-06,0.1624301534388805
(MAP[/2] (MAP[/4] (MAP[-1] var0))),0.16806395494677417,0.00014999078319790374,0.16258014422207842
(MAP[/2] (MAP[/4] (MAP[*2] var0))),0.16806447294766258,3.6923350240449577e-05,0.16261706757231886
(MAP[/2] (MAP[/4] (MAP[/2] var0))),0.16806497394827602,1.573840181327687e-06,0.16261864141250018
(MAP[/2] (MAP[/4] (MAP[*(-1)] var0))),0.16806552994967205,0.0001812810162478855,0.16279992242874808
(MAP[/2] (MAP[/4] (MAP[**2] var0))),0.16806601594907988,0.0008476838675307545,0.16364760629627884
(MAP[/2] (MAP[/4] (MAP[*3] var0))),0.16806662194903765,1.8532051603120216e-05,0.16366613834788196
(MAP[/2] (MAP[/4] (MAP[/3] var0))),0.16806739994899544,6.47629739963208e-05,0.16373090132187829
(MAP[/2] (MAP[/4] (MAP[*4] var0))),0.16806798495053954,0.0007287165381788944,0.16445961786005717
(MAP[/2] (MAP[/4] (MAP[/4] var0))),0.16806854595051846,0.0007645143640484818,0.16522413222410565
(MAP[/2] (MAP[/4] (SCANL1[+] var0))),0.16807772994980041,0.001935846486336384,0.16715997871044203
(MAP[/2] (MAP[/4] (SCANL1[-] var0))),0.16807845194853144,4.841305100491058e-07,0.16716046284095207
(MAP[/2] (MAP[/4] (SCANL1[*] var0))),0.16807909694762202,0.0004362932247113034,0.16759675606566338
(MAP[/2] (MAP[/4] (SCANL1[MIN] var0))),0.16807972294736828,1.0225722975294246e-07,0.16759685832289312
(MAP[/2] (MAP[/4] (SCANL1[MAX] var0))),0.16808040394607815,5.305680213738823e-06,0.16760216400310685
(MAP[/2] (MAP[*4] (SORT var0))),0.1680810499456129,2.6758445240274965e-09,0.16760216667895136
(MAP[/2] (MAP[*4] (REVERSE var0))),0.1680817299438786,2.555228003890474e-07,0.16760242220175176
(MAP[/2] (MAP[*4] (FILTER[<0] var0))),0.16808266994485166,1.2192204095512983e-08,0.16760243439395586
(MAP[/2] (MAP[*4] (FILTER[>0] var0))),0.16808356894398457,1.0296438582400034e-08,0.16760244469039445
(MAP[/2] (MAP[*4] (FILTER[%2==0] var0))),0.16808423694419616,1.0335786763359663e-05,0.1676127804771578
(MAP[/2] (MAP[*4] (FILTER[%2==1] var0))),0.1680848559444712,1.6540166109060805e-06,0.1676144344937687
(MAP[/2] (MAP[*4] (MAP[+1] var0))),0.16808574294555,1.1720914681280358e-07,0.1676145517029155
(MAP[/2] (MAP[*4] (MAP[-1] var0))),0.16808662794574047,1.921025035446297e-07,0.16761474380541905
(MAP[/2] (MAP[*4] (MAP[*2] var0))),0.16808732294521178,6.3447678326382885e-06,0.1676210885732517
(MAP[/2] (MAP[*4] (MAP[/2] var0))),0.1680887159454869,2.4406431292414184e-10,0.16762108881731602
(MAP[/2] (MAP[*4] (MAP[*(-1)] var0))),0.16808977594519092,3.738071456985663e-08,0.1676211261980306
(MAP[/2] (MAP[*4] (MAP[**2] var0))),0.16809036894483143,1.0503039712468786e-08,0.16762113670107032
(MAP[/2] (MAP[*4] (MAP[*3] var0))),0.16809104994536028,6.006209237341793e-09,0.16762114270727954
(MAP[/2] (MAP[*4] (MAP[/3] var0))),0.16809173594447202,2.0608694349295117e-07,0.16762134879422302
(MAP[/2] (MAP[*4] (MAP[*4] var0))),0.1680923139447259,1.7734834543146104e-06,0.16762312227767734
(MAP[/2] (MAP[*4] (MAP[/4] var0))),0.16809293194637576,9.657634797774766e-07,0.1676240880411571
(MAP[/2] (MAP[*4] (SCANL1[+] var0))),0.16810240794620768,3.765282533178542e-06,0.1676278533236903
(MAP[/2] (MAP[*4] (SCANL1[-] var0))),0.16810331194574246,1.3752971871524298e-05,0.16764160629556182
(MAP[/2] (MAP[*4] (SCANL1[*] var0))),0.1681040409457637,2.1729640127348248e-05,0.16766333593568916
(MAP[/2] (MAP[*4] (SCANL1[MIN] var0))),0.1681047559468425,3.0866934814994984e-05,0.16769420287050416
(MAP[/2] (MAP[*4] (SCANL1[MAX] var0))),0.1681054069467791,8.720213872398087e-07,0.1676950748918914
(MAP[/2] (MAP[/3] (SORT var0))),0.16810608094601776,1.0545435502447878e-09,0.16769507594643496
(MAP[/2] (MAP[/3] (REVERSE var0))),0.16810685494601785,1.4685580413874924e-07,0.16769522280223909
(MAP[/2] (MAP[/3] (FILTER[<0] var0))),0.16810749594515073,6.687742318345922e-07,0.1676958915764709
(MAP[/2] (MAP[/3] (FILTER[>0] var0))),0.16810844694555271,6.014704872200206e-07,0.16769649304695813
(MAP[/2] (MAP[/3] (FILTER[%2==0] var0))),0.16810908994557394,8.181232540134789e-07,0.16769731117021214
(MAP[/2] (MAP[/3] (FILTER[%2==1] var0))),0.16810967894525675,4.4554692680844047e-07,0.16769775671713893
(MAP[/2] (MAP[/3] (MAP[+1] var0))),0.16811042794506648,7.07542125323351e-08,0.16769782747135148
(MAP[/2] (MAP[/3] (MAP[-1] var0))),0.16811106694513,2.995739410275055e-08,0.16769785742874557
(MAP[/2] (MAP[/3] (MAP[*2] var0))),0.16811169694665296,8.981545813256907e-10,0.16769785832690015
(MAP[/2] (MAP[/3] (MAP[/2] var0))),0.16811246794713952,2.0068131534591397e-09,0.1676978603337133
(MAP[/2] (MAP[/3] (MAP[*(-1)] var0))),0.16811308694741456,9.236382316677527e-07,0.167698783971945
(MAP[/2] (MAP[/3] (MAP[**2] var0))),0.16811369694733003,2.686586873096804e-06,0.1677014705588181
(MAP[/2] (MAP[/3] (MAP[*3] var0))),0.1681146559476474,1.5102245534456332e-09,0.16770147206904265
(MAP[/2] (MAP[/3] (MAP[/3] var0))),0.168115409947859,8.386429421427808e-08,0.16770155593333685
(MAP[/2] (MAP[/3] (MAP[*4] var0))),0.16811603994756297,2.621249402779125e-08,0.1677015821458309
(MAP[/2] (MAP[/3] (MAP[/4] var0))),0.16811686794790148,4.113079553437199e-06,0.16770569522538434
(MAP[/2] (MAP[/3] (SCANL1[+] var0))),0.16812609994667582,5.522064415766939e-09,0.16770570074744875
(MAP[/2] (MAP[/3] (SCANL1[-] var0))),0.1681271019460837,3.0911277708667555e-09,0.16770570383857653
(MAP[/2] (MAP[/3] (SCANL1[*] var0))),0.16812788894458208,1.096542695921405e-06,0.16770680038127245
(MAP[/2] (MAP[/3] (SCANL1[MIN] var0))),0.168128959945534,5.16242694200376e-08,0.16770685200554186
(MAP[/2] (MAP[/3] (SCANL1[MAX] var0))),0.16812977494555525,4.499313394540649e-07,0.16770730193688133
(MAP[/2] (MAP[*3] (SORT var0))),0.1681304679459572,3.131973166231953e-07,0.16770761513419796
(MAP[/2] (MAP[*3] (REVERSE var0))),0.16813126794659183,4.896078461253031e-08,0.16770766409498258
(MAP[/2] (MAP[*3] (FILTER[<0] var0))),0.16813195094619005,5.602606887323083e-07,0.16770822435567131
(MAP[/2] (MAP[*3] (FILTER[>0] var0))),0.16813257794638048,1.047471851954121e-07,0.16770832910285652
(MAP[/2] (MAP[*3] (FILTER[%2==0] var0))),0.1681332249463594,2.210619647063797e-07,0.16770855016482122
(MAP[/2] (MAP[*3] (FILTER[%2==1] var0))),0.16813397094483662,7.064080383926512e-06,0.16771561424520515
(MAP[/2] (MAP[*3] (MAP[+1] var0))),0.16813463494327152,2.538282220020741e-07,0.16771586807342714
(MAP[/2] (MAP[*3] (MAP[-1] var0))),0.1681352489431447,5.209513973863427e-07,0.16771638902482452
(MAP[/2] (MAP[*3] (MAP[*2] var0))),0.16813585494310246,3.64724549988478e-06,0.16772003627032442
(MAP[/2] (MAP[*3] (MAP[/2] var0))),0.16813648894276412,1.3881762516996588e-06,0.16772142444657612
(MAP[/2] (MAP[*3] (MAP[*(-1)] var0))),0.1681370909427642,3.1641372551084114e-08,0.16772145608794867
(MAP[/2] (MAP[*3] (MAP[**2] var0))),0.16813771594206628,1.469085516660911e-05,0.16773614694311528
(MAP[/2] (MAP[*3] (MAP[*3] var0))),0.16813838194138953,3.339988232831028e-05,0.1677695468254436
(MAP[/2] (MAP[*3] (MAP[/3] var0))),0.1681390079411358,1.5297977947646887e-05,0.16778484480339123
(MAP[/2] (MAP[*3] (MAP[*4] var0))),0.16813970094153774,5.0595399518466876e-06,0.16778990434334307
(MAP[/2] (MAP[*3] (MAP[/4] var0))),0.16814037194126286,1.201593757555087e-06,0.16779110593710062
(MAP[/2] (MAP[*3] (SCANL1[+] var0))),0.16814920394244837,8.197418127880314e-08,0.1677911879112819
(MAP[/2] (MAP[*3] (SCANL1[-] var0))),0.16815011294238502,1.3563720885955953e-07,0.16779132354849075
(MAP[/2] (MAP[*3] (SCANL1[*] var0))),0.16815077594219474,1.0744146666386005e-05,0.16780206769515713
(MAP[/2] (MAP[*3] (SCANL1[MIN] var0))),0.16815145394321007,0.00014637097376382085,0.16794843866892095
(MAP[/2] (MAP[*3] (SCANL1[MAX] var0))),0.16815221294382354,7.092303125775014e-06,0.16795553097204674
(MAP[/2] (MAP[**2] (SORT var0))),0.16815290494378132,2.6031209088103046e-07,0.16795579128413762
(MAP[/2] (MAP[**2] (REVERSE var0))),0.16815362694433134,1.2333708044651027e-08,0.16795580361784568
(MAP[/2] (MAP[**2] (FILTER[<0] var0))),0.168154283943295,8.275208365493353e-06,0.16796407882621117
(MAP[/2] (MAP[**2] (FILTER[>0] var0))),0.16815498094365466,2.5315178031528997e-06,0.16796661034401433
(MAP[/2] (MAP[**2] (FILTER[%2==0] var0))),0.1681557059437182,6.959756822260328e-07,0.16796730631969656
(MAP[/2] (MAP[**2] (FILTER[%2==1] var0))),0.1681565189428511,7.112374655397363e-08,0.16796737744344312
(MAP[/2] (MAP[**2] (MAP[+1] var0))),0.16815715394295694,1.5243062999427058e-08,0.16796739268650612
(MAP[/2] (MAP[**2] (MAP[-1] var0))),0.16815779394346464,3.988059798944885e-06,0.16797138074630508
(MAP[/2] (MAP[**2] (MAP[*2] var0))),0.16815845294331666,8.310745103419456e-05,0.16805448819733926
(MAP[/2] (MAP[**2] (MAP[/2] var0))),0.1681591189444589,2.070854073670687e-06,0.16805655905141292
(MAP[/2] (MAP[**2] (MAP[*(-1)] var0))),0.16815970294555882,3.608498471036287e-08,0.16805659513639765
(MAP[/2] (MAP[**2] (MAP[**2] var0))),0.168160402945432,1.3279991365652489e-06,0.16805792313553422
(MAP[/2] (MAP[**2] (MAP[*3] var0))),0.168161015944861,2.813438535325826e-07,0.16805820447938774
(MAP[/2] (MAP[**2] (MAP[/3] var0))),0.16816174694577057,3.6524078242036125e-05,0.16809472855762977
(MAP[/2] (MAP[**2] (MAP[*4] var0))),0.16816239894615137,2.139702203759403e-05,0.16811612557966737
(MAP[/2] (MAP[**2] (MAP[/4] var0))),0.16816301994549576,4.874833765343379e-08,0.16811617432800502
(MAP[/2] (MAP[**2] (SCANL1[+] var0))),0.1681724369445874,8.18987358413379e-08,0.16811625622674087
(MAP[/2] (MAP[**2] (SCANL1[-] var0))),0.16817327494391066,6.3447635764655575e-09,0.16811626257150444
